synthetic_k,repetition,candidate_group_id,controller,output_handling_ms,certificate_filtering_ms,projection_ms,total_ms,fallback,safe_candidate_ratio,action_distance,raw_idx,exec_idx
5,0,6,DT-Top1,0.0029001384973526,0.0239999499171972,0.0014998950064182,0.028399983420968,0.0,0.6,0.0,4,4
5,0,7,PF,0.0028999056667089,0.0216001644730567,0.0016000121831893,0.0261000823229551,0.0,0.6,0.0,2,2
5,0,7,Greedy-SLA,0.0026999041438102,0.0213000457733869,0.0015001278370618,0.0255000777542591,0.0,0.6,0.0,4,4
5,0,7,DT-Top1,0.0026999041438102,0.0210001599043607,0.0346000306308269,0.0583000946789979,0.0,0.6,21.0,0,2
5,0,8,PF,0.0028999056667089,0.0213000457733869,0.0016998965293169,0.0258998479694128,0.0,0.6,0.0,2,2
5,0,8,Greedy-SLA,0.0026999041438102,0.0211000442504882,0.0014998950064182,0.0252998434007167,0.0,0.6,0.0,4,4
5,0,8,DT-Top1,0.0025001354515552,0.0207999255508184,0.0326000154018402,0.0559000764042139,0.0,0.6,21.0,0,2
5,0,9,PF,0.0030000228434801,0.0209999270737171,0.0016000121831893,0.0255999621003866,0.0,0.6,0.0,2,2
5,0,9,Greedy-SLA,0.0026999041438102,0.0209000427275896,0.0016000121831893,0.0251999590545892,0.0,0.6,0.0,4,4
5,0,9,DT-Top1,0.0026000197976827,0.0209000427275896,0.0015001278370618,0.0250001903623342,0.0,0.6,0.0,4,4
5,0,10,PF,0.0026999041438102,0.0209999270737171,0.0016000121831893,0.0252998434007167,0.0,0.6,0.0,2,2
5,0,10,Greedy-SLA,0.0027001369744539,0.0205999240279197,0.0014998950064182,0.0247999560087919,0.0,0.6,0.0,4,4
5,0,10,DT-Top1,0.0025001354515552,0.0206998083740472,0.0327001325786113,0.0559000764042139,0.0,0.6,21.0,0,2
5,0,11,PF,0.0027997884899377,0.0209000427275896,0.0016000121831893,0.0252998434007167,0.0,0.6,0.0,2,2
5,0,11,Greedy-SLA,0.0026999041438102,0.0211000442504882,0.0318000093102455,0.055599957704544,0.0,0.6,21.0,0,2
5,0,11,DT-Top1,0.0026000197976827,0.0205999240279197,0.0320000108331441,0.0551999546587467,0.0,0.6,21.0,0,2
5,0,12,PF,0.0030000228434801,0.0207000412046909,0.0016000121831893,0.0253000762313604,0.0,0.6,0.0,2,2
5,0,12,Greedy-SLA,0.0026000197976827,0.0207000412046909,0.0016000121831893,0.024900073185563,0.0,0.6,0.0,4,4
5,0,12,DT-Top1,0.0024999026209115,0.0213000457733869,0.031899893656373,0.0556998420506715,0.0,0.6,21.0,0,2
5,0,13,PF,0.0029001384973526,0.0209999270737171,0.0015001278370618,0.0254001934081316,0.0,0.6,0.0,2,2
5,0,13,Greedy-SLA,0.0026000197976827,0.0211000442504882,0.0014998950064182,0.0251999590545892,0.0,0.6,0.0,4,4
5,0,13,DT-Top1,0.0024999026209115,0.0205000396817922,0.0320000108331441,0.054999953135848,0.0,0.6,21.0,0,2
5,0,14,PF,0.0028000213205814,0.0215000472962856,0.0014998950064182,0.0257999636232852,0.0,0.6,0.0,2,2
5,0,14,Greedy-SLA,0.0026000197976827,0.0207000412046909,0.0016000121831893,0.024900073185563,0.0,0.6,0.0,4,4
5,0,14,DT-Top1,0.0026000197976827,0.0210001599043607,0.0312000047415494,0.054800184443593,0.0,0.6,21.0,0,2
5,0,15,PF,0.0028000213205814,0.0205999240279197,0.0016000121831893,0.0249999575316905,0.0,0.6,0.0,2,2
5,0,15,Greedy-SLA,0.0026000197976827,0.0212001614272594,0.0016000121831893,0.0254001934081316,0.0,0.6,0.0,4,4
5,0,15,DT-Top1,0.0025001354515552,0.0205000396817922,0.0320998951792717,0.0551000703126192,0.0,0.6,21.0,0,2
5,0,16,PF,0.0028000213205814,0.0209000427275896,0.0016000121831893,0.0253000762313604,0.0,0.6,0.0,2,2
5,0,16,Greedy-SLA,0.0027001369744539,0.0207999255508184,0.0016000121831893,0.0251000747084617,0.0,0.6,0.0,4,4
5,0,16,DT-Top1,0.0026000197976827,0.0206001568585634,0.0314998906105756,0.0547000672668218,0.0,0.6,21.0,0,2
5,0,17,PF,0.0030000228434801,0.0210001599043607,0.0016000121831893,0.0256001949310302,0.0,0.6,0.0,2,2
5,0,17,Greedy-SLA,0.0028000213205814,0.0212001614272594,0.0014998950064182,0.0255000777542591,0.0,0.6,0.0,4,4
5,0,17,DT-Top1,0.0026999041438102,0.0211000442504882,0.0314000062644481,0.0551999546587467,0.0,0.6,21.0,0,2
5,0,18,PF,0.0028000213205814,0.0211000442504882,0.0014998950064182,0.0253999605774879,0.0,0.6,0.0,2,2
5,0,18,Greedy-SLA,0.0026999041438102,0.0209000427275896,0.0014000106602907,0.0249999575316905,0.0,0.6,0.0,4,4
5,0,18,DT-Top1,0.0029001384973526,0.0208998098969459,0.0314000062644481,0.0551999546587467,0.0,0.6,21.0,0,2
5,0,19,PF,0.0028999056667089,0.0209000427275896,0.0016000121831893,0.0253999605774879,0.0,0.6,0.0,2,2
5,0,19,Greedy-SLA,0.0025997869670391,0.0212001614272594,0.0014000106602907,0.0251999590545892,0.0,0.6,0.0,4,4
5,0,19,DT-Top1,0.0024999026209115,0.0205999240279197,0.0015001278370618,0.0245999544858932,0.0,0.6,0.0,4,4
5,0,20,PF,0.0028000213205814,0.0209999270737171,0.0015001278370618,0.0253000762313604,0.0,0.6,0.0,2,2
5,0,20,Greedy-SLA,0.0026000197976827,0.0209000427275896,0.0014998950064182,0.0249999575316905,0.0,0.6,0.0,4,4
5,0,20,DT-Top1,0.0024999026209115,0.0207000412046909,0.0320000108331441,0.0551999546587467,0.0,0.6,21.0,0,2
5,0,21,PF,0.0055001582950353,0.0364999286830425,0.0018998980522155,0.0438999850302934,0.0,0.6,0.0,2,2
5,0,21,Greedy-SLA,0.0030000228434801,0.0242998357862234,0.0015001278370618,0.0287999864667654,0.0,0.6,0.0,4,4
5,0,21,DT-Top1,0.0026999041438102,0.0218001659959554,0.0016000121831893,0.0261000823229551,0.0,0.6,0.0,4,4
5,0,22,PF,0.0030000228434801,0.0219000503420829,0.0014998950064182,0.0263999681919813,0.0,0.6,0.0,2,2
5,0,22,Greedy-SLA,0.0010000076144933,0.0080000609159469,0.000600004568696,0.0096000730991363,0.0,0.6,0.0,4,4
5,0,22,DT-Top1,0.0010000076144933,0.0168001279234886,0.0350999180227518,0.0529000535607337,0.0,0.6,21.0,0,2
5,0,23,PF,0.0030000228434801,0.0213000457733869,0.0016000121831893,0.0259000808000564,0.0,0.6,0.0,2,2
5,0,23,Greedy-SLA,0.0024999026209115,0.0209999270737171,0.0015001278370618,0.0249999575316905,0.0,0.6,0.0,4,4
5,0,23,DT-Top1,0.0026999041438102,0.0207999255508184,0.0322000123560428,0.0556998420506715,0.0,0.6,21.0,0,2
5,0,24,PF,0.0028999056667089,0.0209000427275896,0.0016000121831893,0.0253999605774879,0.0,0.6,0.0,2,2
5,0,24,Greedy-SLA,0.0026000197976827,0.0216001644730567,0.0014998950064182,0.0257000792771577,0.0,0.6,0.0,4,4
5,0,24,DT-Top1,0.0027001369744539,0.0209000427275896,0.0318000093102455,0.055400189012289,0.0,0.6,21.0,0,2
5,0,25,PF,0.0029001384973526,0.0207999255508184,0.0014998950064182,0.0251999590545892,0.0,0.6,0.0,2,2
5,0,25,Greedy-SLA,0.0026000197976827,0.0207999255508184,0.0014998950064182,0.0248998403549194,0.0,0.6,0.0,4,4
5,0,25,DT-Top1,0.0026000197976827,0.0209000427275896,0.0316000077873468,0.0551000703126192,0.0,0.6,21.0,0,2
5,0,26,PF,0.0028000213205814,0.0211999285966157,0.0016000121831893,0.0255999621003866,0.0,0.6,0.0,2,2
5,0,26,Greedy-SLA,0.0028000213205814,0.0208998098969459,0.0015001278370618,0.0251999590545892,0.0,0.6,0.0,4,4
5,0,26,DT-Top1,0.0026999041438102,0.0203000381588935,0.0316998921334743,0.0546998344361782,0.0,0.6,21.0,0,2
5,0,27,PF,0.0028999056667089,0.0209999270737171,0.0016000121831893,0.0254998449236154,0.0,0.6,0.0,2,2
5,0,27,Greedy-SLA,0.0026000197976827,0.0211000442504882,0.0014000106602907,0.0251000747084617,0.0,0.6,0.0,4,4
5,0,27,DT-Top1,0.0026000197976827,0.0211000442504882,0.0014000106602907,0.0251000747084617,0.0,0.6,0.0,4,4
5,0,28,PF,0.0030000228434801,0.0209000427275896,0.0016000121831893,0.0255000777542591,0.0,0.6,0.0,2,2
5,0,28,Greedy-SLA,0.0026999041438102,0.0211000442504882,0.0314998906105756,0.0552998390048742,0.0,0.6,21.0,0,2
5,0,28,DT-Top1,0.0026999041438102,0.0209999270737171,0.0315001234412193,0.0551999546587467,0.0,0.6,21.0,0,2
5,0,29,PF,0.0030000228434801,0.0209999270737171,0.0016000121831893,0.0255999621003866,0.0,0.6,0.0,2,2
5,0,29,Greedy-SLA,0.0026000197976827,0.0213999301195144,0.0016000121831893,0.0255999621003866,0.0,0.6,0.0,4,4
5,0,29,DT-Top1,0.0026000197976827,0.0211999285966157,0.0313001219183206,0.0551000703126192,0.0,0.6,21.0,0,2
5,0,30,PF,0.0030000228434801,0.0215000472962856,0.0016000121831893,0.0261000823229551,0.0,0.6,0.0,2,2
5,0,30,Greedy-SLA,0.0026000197976827,0.0217000488191843,0.0015001278370618,0.0258001964539289,0.0,0.6,0.0,4,4
5,0,30,DT-Top1,0.0028000213205814,0.0209999270737171,0.0016000121831893,0.0253999605774879,0.0,0.6,0.0,4,4
5,0,31,PF,0.0030000228434801,0.0211000442504882,0.0014998950064182,0.0255999621003866,0.0,0.6,0.0,2,2
5,0,31,Greedy-SLA,0.0027001369744539,0.0211999285966157,0.0014998950064182,0.0253999605774879,0.0,0.6,0.0,4,4
5,0,31,DT-Top1,0.0026999041438102,0.0210001599043607,0.0014998950064182,0.0251999590545892,0.0,0.6,0.0,4,4
5,0,32,PF,0.0030999071896076,0.0211000442504882,0.0014998950064182,0.0256998464465141,0.0,0.6,0.0,2,2
5,0,32,Greedy-SLA,0.0026000197976827,0.0211999285966157,0.0014998950064182,0.0252998434007167,0.0,0.6,0.0,4,4
5,0,32,DT-Top1,0.0026000197976827,0.0205999240279197,0.0014000106602907,0.0245999544858932,0.0,0.6,0.0,4,4
5,0,33,PF,0.0028999056667089,0.0211000442504882,0.0016000121831893,0.0255999621003866,0.0,0.6,0.0,2,2
5,0,33,Greedy-SLA,0.0026999041438102,0.0213000457733869,0.031899893656373,0.0558998435735702,0.0,0.6,21.0,0,2
5,0,33,DT-Top1,0.0026999041438102,0.0209000427275896,0.0316998921334743,0.0552998390048742,0.0,0.6,21.0,0,2
5,0,34,PF,0.0030999071896076,0.0205999240279197,0.0016000121831893,0.0252998434007167,0.0,0.6,0.0,2,2
5,0,34,Greedy-SLA,0.0026999041438102,0.0209999270737171,0.0015001278370618,0.0251999590545892,0.0,0.6,0.0,4,4
5,0,34,DT-Top1,0.0025001354515552,0.0208998098969459,0.0315001234412193,0.0549000687897205,0.0,0.6,21.0,0,2
5,0,35,PF,0.0030999071896076,0.0207999255508184,0.0015001278370618,0.0253999605774879,0.0,0.6,0.0,2,2
5,0,35,Greedy-SLA,0.0026000197976827,0.0211999285966157,0.0015001278370618,0.0253000762313604,0.0,0.6,0.0,4,4
5,0,35,DT-Top1,0.0026999041438102,0.0209999270737171,0.0321001280099153,0.0557999592274427,0.0,0.6,21.0,0,2
5,0,36,PF,0.0029001384973526,0.0209999270737171,0.0016000121831893,0.0255000777542591,0.0,0.6,0.0,2,2
5,0,36,Greedy-SLA,0.0026999041438102,0.0213000457733869,0.0015001278370618,0.0255000777542591,0.0,0.6,0.0,4,4
5,0,36,DT-Top1,0.0025001354515552,0.0207999255508184,0.0315001234412193,0.054800184443593,0.0,0.6,21.0,0,2
5,0,37,PF,0.0029001384973526,0.0209000427275896,0.0016998965293169,0.0255000777542591,0.0,0.6,0.0,2,2
5,0,37,Greedy-SLA,0.0027001369744539,0.0209999270737171,0.0314000062644481,0.0551000703126192,0.0,0.6,21.0,0,2
5,0,37,DT-Top1,0.0026999041438102,0.0209000427275896,0.0309001188725233,0.0545000657439231,0.0,0.6,21.0,0,2
5,0,38,PF,0.0028000213205814,0.0207999255508184,0.0016000121831893,0.0251999590545892,0.0,0.6,0.0,2,2
5,0,38,Greedy-SLA,0.0026000197976827,0.0211000442504882,0.0016000121831893,0.0253000762313604,0.0,0.6,0.0,4,4
5,0,38,DT-Top1,0.0028000213205814,0.0209000427275896,0.0316998921334743,0.0553999561816453,0.0,0.6,21.0,0,2
5,0,39,PF,0.0032000243663787,0.0210998114198446,0.0016000121831893,0.0258998479694128,0.0,0.6,0.0,2,2
5,0,39,Greedy-SLA,0.0030000228434801,0.0211999285966157,0.0016000121831893,0.0257999636232852,0.0,0.6,0.0,4,4
5,0,39,DT-Top1,0.0028000213205814,0.0216001644730567,0.0318000093102455,0.0562001951038837,0.0,0.6,21.0,0,2
5,0,40,PF,0.0029001384973526,0.0207999255508184,0.0016000121831893,0.0253000762313604,0.0,0.6,0.0,2,2
5,0,40,Greedy-SLA,0.0026000197976827,0.0211000442504882,0.0014998950064182,0.0251999590545892,0.0,0.6,0.0,4,4
5,0,40,DT-Top1,0.0028000213205814,0.0205000396817922,0.0318000093102455,0.0551000703126192,0.0,0.6,21.0,0,2
5,0,41,PF,0.0032000243663787,0.0211000442504882,0.0016000121831893,0.0259000808000564,0.0,0.6,0.0,2,2
5,0,41,Greedy-SLA,0.0026000197976827,0.0210998114198446,0.0016000121831893,0.0252998434007167,0.0,0.6,0.0,4,4
5,0,41,DT-Top1,0.0026999041438102,0.0207999255508184,0.0312000047415494,0.0546998344361782,0.0,0.6,21.0,0,2
5,0,42,PF,0.0029001384973526,0.0208998098969459,0.0016000121831893,0.0253999605774879,0.0,0.6,0.0,2,2
5,0,42,Greedy-SLA,0.0026000197976827,0.0208998098969459,0.0015001278370618,0.0249999575316905,0.0,0.6,0.0,4,4
5,0,42,DT-Top1,0.0028000213205814,0.0211999285966157,0.0313001219183206,0.0553000718355178,0.0,0.6,21.0,0,2
5,0,43,PF,0.0030000228434801,0.0209000427275896,0.0016000121831893,0.0255000777542591,0.0,0.6,0.0,2,2
5,0,43,Greedy-SLA,0.0027997884899377,0.0209000427275896,0.0015001278370618,0.0251999590545892,0.0,0.6,0.0,4,4
5,0,43,DT-Top1,0.0026999041438102,0.020800158381462,0.0312000047415494,0.0547000672668218,0.0,0.6,21.0,0,2
5,0,44,PF,0.0030000228434801,0.0207000412046909,0.0016000121831893,0.0253000762313604,0.0,0.6,0.0,2,2
5,0,44,Greedy-SLA,0.0024999026209115,0.0210001599043607,0.0016000121831893,0.0251000747084617,0.0,0.6,0.0,4,4
5,0,44,DT-Top1,0.0028000213205814,0.0205000396817922,0.0014000106602907,0.0247000716626644,0.0,0.6,0.0,4,4
5,0,45,PF,0.0029001384973526,0.0209000427275896,0.0016998965293169,0.0255000777542591,0.0,0.6,0.0,2,2
5,0,45,Greedy-SLA,0.0026999041438102,0.0207000412046909,0.0015001278370618,0.024900073185563,0.0,0.6,0.0,4,4
5,0,45,DT-Top1,0.0026999041438102,0.0207000412046909,0.0320000108331441,0.0553999561816453,0.0,0.6,21.0,0,2
5,0,46,PF,0.0031001400202512,0.0207999255508184,0.0017001293599605,0.0256001949310302,0.0,0.6,0.0,2,2
5,0,46,Greedy-SLA,0.0039001461118459,0.0250998418778181,0.0015001278370618,0.0305001158267259,0.0,0.6,0.0,4,4
5,0,46,DT-Top1,0.0028000213205814,0.0210998114198446,0.0320000108331441,0.0558998435735702,0.0,0.6,21.0,0,2
5,0,47,PF,0.0030000228434801,0.0209000427275896,0.0016000121831893,0.0255000777542591,0.0,0.6,0.0,2,2
5,0,47,Greedy-SLA,0.0027997884899377,0.0210001599043607,0.0016000121831893,0.0253999605774879,0.0,0.6,0.0,4,4
5,0,47,DT-Top1,0.0026999041438102,0.0204001553356647,0.0016000121831893,0.0247000716626644,0.0,0.6,0.0,4,4
5,0,48,PF,0.0029001384973526,0.0209000427275896,0.0016000121831893,0.0254001934081316,0.0,0.6,0.0,2,2
5,0,48,Greedy-SLA,0.0027997884899377,0.0209000427275896,0.0014000106602907,0.0250998418778181,0.0,0.6,0.0,4,4
5,0,48,DT-Top1,0.0025997869670391,0.0205000396817922,0.0315001234412193,0.0545999500900507,0.0,0.6,21.0,0,2
5,0,49,PF,0.0028999056667089,0.0212001614272594,0.0016000121831893,0.0257000792771577,0.0,0.6,0.0,2,2
5,0,49,Greedy-SLA,0.0026000197976827,0.0209999270737171,0.0015001278370618,0.0251000747084617,0.0,0.6,0.0,4,4
5,0,49,DT-Top1,0.0026999041438102,0.0206001568585634,0.0314998906105756,0.0547999516129493,0.0,0.6,21.0,0,2
5,0,50,PF,0.0028000213205814,0.0211000442504882,0.0015001278370618,0.0254001934081316,0.0,0.6,0.0,2,2
5,0,50,Greedy-SLA,0.0026000197976827,0.0207999255508184,0.0314000062644481,0.0547999516129493,0.0,0.6,21.0,0,2
5,0,50,DT-Top1,0.0026999041438102,0.020200153812766,0.0312000047415494,0.0541000626981258,0.0,0.6,21.0,0,2
5,0,51,PF,0.0030000228434801,0.0205000396817922,0.0015001278370618,0.0250001903623342,0.0,0.6,0.0,2,2
5,0,51,Greedy-SLA,0.0026999041438102,0.0204001553356647,0.0014998950064182,0.0245999544858932,0.0,0.6,0.0,4,4
5,0,51,DT-Top1,0.0024999026209115,0.0205999240279197,0.0016000121831893,0.0246998388320207,0.0,0.6,0.0,4,4
5,0,52,PF,0.0030000228434801,0.0205999240279197,0.0017001293599605,0.0253000762313604,0.0,0.6,0.0,2,2
5,0,52,Greedy-SLA,0.0027997884899377,0.0211000442504882,0.0015001278370618,0.0253999605774879,0.0,0.6,0.0,4,4
5,0,52,DT-Top1,0.0026000197976827,0.0205000396817922,0.0014998950064182,0.0245999544858932,0.0,0.6,0.0,4,4
5,0,53,PF,0.0030000228434801,0.0205000396817922,0.0016998965293169,0.0251999590545892,0.0,0.6,0.0,2,2
5,0,53,Greedy-SLA,0.0026999041438102,0.0209000427275896,0.0015001278370618,0.0251000747084617,0.0,0.6,0.0,4,4
5,0,53,DT-Top1,0.0026000197976827,0.0203000381588935,0.0316000077873468,0.0545000657439231,0.0,0.6,21.0,0,2
5,0,54,PF,0.0030999071896076,0.2181001473218202,0.0016998965293169,0.2228999510407447,0.0,0.6,0.0,2,2
5,0,54,Greedy-SLA,0.0020998995751142,0.0161000061780214,0.0010000076144933,0.019199913367629,0.0,0.6,0.0,4,4
5,0,54,DT-Top1,0.0017001293599605,0.013899989426136,0.0008998904377222,0.0165000092238187,0.0,0.6,0.0,4,4
5,0,55,PF,0.0018998980522155,0.0496001448482275,0.0010998919606208,0.0525999348610639,0.0,0.6,0.0,2,2
5,0,55,Greedy-SLA,0.0044999178498983,0.0259999651461839,0.001200009137392,0.0316998921334743,0.0,0.6,0.0,4,4
5,0,55,DT-Top1,0.0018998980522155,0.015099998563528,0.0011001247912645,0.0181000214070081,0.0,0.6,0.0,4,4
5,0,56,PF,0.001999782398343,0.0142001081258058,0.0010000076144933,0.0171998981386423,0.0,0.6,0.0,2,2
5,0,56,Greedy-SLA,0.002400018274784,0.0176001340150833,0.0010998919606208,0.0211000442504882,0.0,0.6,0.0,4,4
5,0,56,DT-Top1,0.0020998995751142,0.0167000107467174,0.0010000076144933,0.019799917936325,0.0,0.6,0.0,4,4
5,0,57,PF,0.0022000167518854,0.0159000046551227,0.001200009137392,0.0193000305444002,0.0,0.6,0.0,2,2
5,0,57,Greedy-SLA,0.001800013706088,0.0133998692035675,0.0010000076144933,0.0161998905241489,0.0,0.6,0.0,4,4
5,0,57,DT-Top1,0.001800013706088,0.0134999863803386,0.0009001232683658,0.0162001233547925,0.0,0.6,0.0,4,4
5,0,58,PF,0.0020000152289867,0.0134999863803386,0.0010000076144933,0.0165000092238187,0.0,0.6,0.0,2,2
5,0,58,Greedy-SLA,0.0016000121831893,0.0134999863803386,0.0215999316424131,0.0366999302059412,0.0,0.6,21.0,0,2
5,0,58,DT-Top1,0.0016998965293169,0.0134999863803386,0.0200001522898674,0.0352000351995229,0.0,0.6,21.0,0,2
5,0,59,PF,0.0030000228434801,0.0215000472962856,0.0015001278370618,0.0260001979768276,0.0,0.6,0.0,2,2
5,0,59,Greedy-SLA,0.0028000213205814,0.0215000472962856,0.0015001278370618,0.0258001964539289,0.0,0.6,0.0,4,4
5,0,59,DT-Top1,0.0028000213205814,0.0211999285966157,0.0014000106602907,0.0253999605774879,0.0,0.6,0.0,4,4
5,0,60,PF,0.0028999056667089,0.0213999301195144,0.0015001278370618,0.0257999636232852,0.0,0.6,0.0,2,2
5,0,60,Greedy-SLA,0.0028000213205814,0.0213999301195144,0.0015001278370618,0.0257000792771577,0.0,0.6,0.0,4,4
5,0,60,DT-Top1,0.0026999041438102,0.0211000442504882,0.031899893656373,0.0556998420506715,0.0,0.6,21.0,0,2
5,0,61,PF,0.0030000228434801,0.0211999285966157,0.0014000106602907,0.0255999621003866,0.0,0.6,0.0,2,2
5,0,61,Greedy-SLA,0.0026999041438102,0.0209000427275896,0.0014998950064182,0.0250998418778181,0.0,0.6,0.0,4,4
5,0,61,DT-Top1,0.0024999026209115,0.0207000412046909,0.0320000108331441,0.0551999546587467,0.0,0.6,21.0,0,2
5,0,62,PF,0.0031001400202512,0.0216998159885406,0.0015001278370618,0.0263000838458538,0.0,0.6,0.0,2,2
5,0,62,Greedy-SLA,0.0026000197976827,0.0212998129427433,0.0015001278370618,0.0253999605774879,0.0,0.6,0.0,4,4
5,0,62,DT-Top1,0.002400018274784,0.0210998114198446,0.0015001278370618,0.0249999575316905,0.0,0.6,0.0,4,4
5,0,63,PF,0.0028999056667089,0.0213999301195144,0.0015001278370618,0.0257999636232852,0.0,0.6,0.0,2,2
5,0,63,Greedy-SLA,0.0026999041438102,0.0211000442504882,0.0014000106602907,0.0251999590545892,0.0,0.6,0.0,4,4
5,0,63,DT-Top1,0.0028000213205814,0.0209000427275896,0.0310998875647783,0.0547999516129493,0.0,0.6,21.0,0,2
5,0,64,PF,0.0030000228434801,0.0213999301195144,0.0014000106602907,0.0257999636232852,0.0,0.6,0.0,2,2
5,0,64,Greedy-SLA,0.0026999041438102,0.0214001629501581,0.031299889087677,0.0553999561816453,0.0,0.6,21.0,0,2
5,0,64,DT-Top1,0.0026999041438102,0.0213000457733869,0.0320998951792717,0.0560998450964689,0.0,0.6,21.0,0,2
5,0,65,PF,0.0030000228434801,0.0213000457733869,0.0016000121831893,0.0259000808000564,0.0,0.6,0.0,2,2
5,0,65,Greedy-SLA,0.0026000197976827,0.0211000442504882,0.0014998950064182,0.0251999590545892,0.0,0.6,0.0,4,4
5,0,65,DT-Top1,0.0026999041438102,0.0214001629501581,0.031899893656373,0.0559999607503414,0.0,0.6,21.0,0,2
5,0,66,PF,0.0032000243663787,0.0215000472962856,0.0014998950064182,0.0261999666690826,0.0,0.6,0.0,2,2
5,0,66,Greedy-SLA,0.0028000213205814,0.0213999301195144,0.0014000106602907,0.0255999621003866,0.0,0.6,0.0,4,4
5,0,66,DT-Top1,0.0026000197976827,0.0210001599043607,0.0316000077873468,0.0552001874893903,0.0,0.6,21.0,0,2
5,0,67,PF,0.0030000228434801,0.0213999301195144,0.0016000121831893,0.0259999651461839,0.0,0.6,0.0,2,2
5,0,67,Greedy-SLA,0.0026000197976827,0.0211000442504882,0.0014998950064182,0.0251999590545892,0.0,0.6,0.0,4,4
5,0,67,DT-Top1,0.002400018274784,0.0208998098969459,0.0016000121831893,0.0248998403549194,0.0,0.6,0.0,4,4
5,0,68,PF,0.0029001384973526,0.0213999301195144,0.0014000106602907,0.0257000792771577,0.0,0.6,0.0,2,2
5,0,68,Greedy-SLA,0.0026000197976827,0.0209999270737171,0.0014998950064182,0.0250998418778181,0.0,0.6,0.0,4,4
5,0,68,DT-Top1,0.0028000213205814,0.0206998083740472,0.0014000106602907,0.0248998403549194,0.0,0.6,0.0,4,4
5,0,69,PF,0.0028999056667089,0.0211999285966157,0.0017001293599605,0.0257999636232852,0.0,0.6,0.0,2,2
5,0,69,Greedy-SLA,0.0026000197976827,0.0213999301195144,0.0016000121831893,0.0255999621003866,0.0,0.6,0.0,4,4
5,0,69,DT-Top1,0.0026000197976827,0.0209999270737171,0.0014000106602907,0.0249999575316905,0.0,0.6,0.0,4,4
5,0,70,PF,0.0030999071896076,0.0211000442504882,0.0016000121831893,0.0257999636232852,0.0,0.6,0.0,2,2
5,0,70,Greedy-SLA,0.0026999041438102,0.0213000457733869,0.0015001278370618,0.0255000777542591,0.0,0.6,0.0,4,4
5,0,70,DT-Top1,0.0026999041438102,0.0209000427275896,0.031899893656373,0.0554998405277729,0.0,0.6,21.0,0,2
5,0,71,PF,0.0028000213205814,0.0207999255508184,0.0015001278370618,0.0251000747084617,0.0,0.6,0.0,2,2
5,0,71,Greedy-SLA,0.0027001369744539,0.0207999255508184,0.0015001278370618,0.0250001903623342,0.0,0.6,0.0,4,4
